"","Record","Sale_amount","Sale_date","Beds","Baths","Sqft_home","Sqft_lot","Type","Build_year","Town","University","Type2"
"4921",4921,110000,42521,3,2,1092,8712,3,1985,24,24,3
"4922",4922,126500,42515,3,2,1197,3920,3,2008,24,24,3
"4923",4923,182500,42531,4,2,1995,8276,3,2005,24,24,3
"4924",4924,227500,42488,3,2,2015,13068,3,2013,24,24,3
"4925",4925,95000,42475,3,1,1280,8276,3,1935,24,24,3
"4926",4926,175000,42435,3,2,1779,15246,3,1982,24,24,3
"4927",4927,299510,42466,4,2.5,2564,10890,3,2015,24,24,3
"4928",4928,135075,42436,3,2,1235,8276,3,2015,24,24,3
"4929",4929,215000,42493,3,2,1874,10018,3,2015,24,24,3
"4930",4930,145000,42472,3,2,1365,4356,3,2008,24,24,3
"4931",4931,312000,42436,4,3.5,3462,44866.8,3,2008,24,24,3
"4932",4932,168000,42513,3,3,1539,3920,3,2015,24,24,3
"4933",4933,385000,42457,4,4,3293,14810.4,3,2010,24,24,3
"4934",4934,168000,42438,2,2,1530,11325.6,3,1975,24,24,3
"4935",4935,247000,42430,4,3,2312,8276,3,2014,24,24,3
"4936",4936,259250,42550,2,1,1384,10018,3,1921,24,24,3
"4937",4937,180000,42509,4,2,1904,12632.4,3,2005,24,24,3
"4938",4938,136500,42517,2,1,1060,3000,3,1912,24,24,3
"4939",4939,157500,42536,3,2,1305,4268,3,2013,24,24,3
"4940",4940,315000,42523,4,2.5,2600,13939.2,3,2012,24,24,3
"4941",4941,196883,42537,4,3.5,1974,4356,3,2015,24,24,3
"4942",4942,165000,42475,3,2,1565,11325.6,3,2012,24,24,3
"4943",4943,175000,42523,3,2.5,1800,8276,3,2012,24,24,3
"4944",4944,265000,42428,4,3.5,2515,11325.6,3,2015,24,24,3
"4945",4945,165000,42522,3,2,1516,7840,3,2010,24,24,3
"4946",4946,164000,42527,3,3,1677,5227,3,2010,24,24,3
"4947",4947,178900,42503,3,2,1750,8712,3,2010,24,24,3
"4948",4948,146000,42482,3,2,1321,7840,3,2008,24,24,3
"4949",4949,123500,42468,3,2,1212,7405,3,2008,24,24,3
"4950",4950,152800,42538,3,2,1528,9147,3,2005,24,24,3
"4951",4951,315000,42478,4,2,2662,12632.4,3,2010,24,24,3
"4952",4952,425000,42500,6,4,4450,53578.8,3,2008,24,24,3
"4953",4953,156000,42426,3,2,1500,9750,3,2008,24,24,3
"4954",4954,90500,42514,3,3,1858,20037.6,3,1966,24,24,3
"4955",4955,255000,42457,2,1,756,3049,3,1922,25,15,3
"4956",4956,4e+05,42522,2,1,1169,6900,3,1925,25,15,3
"4957",4957,408500,42440,4,2,1635,8712,3,1965,25,15,3
"4958",4958,475000,42513,4,3,2850,5489,3,1977,25,15,3
"4959",4959,375000,42548,4,2,2218,9150,3,1961,25,15,3
"4960",4960,322000,42460,3,2,1436,740520,3,1960,25,15,3
"4961",4961,180000,42492,2,2,1983,108900,3,1981,25,15,3
"4962",4962,221000,42453,3,1.5,1454,8905,3,1959,25,15,3
"4963",4963,253000,42398,3,1,1322,8712,3,1956,25,15,3
"4964",4964,608000,42417,4,3.5,4030,217800,3,1999,25,15,3
"4965",4965,318000,42468,3,2,1550,18730.8,3,1980,25,15,3
"4966",4966,3e+05,42461,3,2,1519,8712,3,1986,25,15,3
"4967",4967,282500,42457,3,2,1396,8276,3,1979,25,15,3
"4968",4968,267500,42398,3,2,1657,7405,3,1981,25,15,3
"4969",4969,269000,42475,3,2,1226,7840,3,1981,25,15,3
"4970",4970,307000,42503,3,2,1512,9583,3,1979,25,15,3
"4971",4971,305000,42536,3,2,1512,9147,3,1979,25,15,3
"4972",4972,297500,42502,3,2,1400,8400,3,1978,25,15,3
"4973",4973,463500,42513,4,2.5,2803,16552.8,3,1999,25,15,3
"4974",4974,349900,42510,3,2,1530,11325.6,3,1989,25,15,3
"4975",4975,393700,42433,5,3,2617,19602,3,1992,25,15,3
"4976",4976,320000,42422,3,2,2000,15246,3,1993,25,15,3
"4977",4977,475000,42489,3,2,1982,12632.4,3,2000,25,15,3
"4978",4978,290000,42564,3,2,1213,7457,3,1992,25,15,3
"4979",4979,286000,42403,3,2,1511,7840,3,1991,25,15,3
"4980",4980,255000,42475,3,3,1401,3049,3,1995,25,15,3
"4981",4981,162000,42503,2,1.25,906,997,3,1996,25,15,3
"4982",4982,295000,42486,3,2,1691,7405,3,1966,25,15,3
"4983",4983,220000,42394,3,1.75,1449,7405,3,1965,25,15,3
"4984",4984,250000,42429,4,2,1740,7570,3,1965,25,15,3
"4985",4985,266500,42557,3,1.75,1419,7405,3,1963,25,15,3
"4986",4986,270000,42450,4,2,1759,7840,3,1964,25,15,3
"4987",4987,215000,42495,3,2,1350,9583,3,1958,25,15,3
"4988",4988,268500,42398,4,2,2164,8276,3,1968,25,15,3
"4989",4989,315000,42408,5,3,2332,7840,3,1981,25,15,3
"4990",4990,245900,42522,3,2.5,1318,7840,3,1967,25,15,3
"4991",4991,205000,42460,4,2,1683,7840,3,1967,25,15,3
"4992",4992,265000,42508,4,2,1531,7945,3,1970,25,15,3
"4993",4993,192500,42468,3,2,1282,6098,3,1955,25,15,3
"4994",4994,209000,42485,3,2,1288,11761.2,3,1963,25,15,3
"4995",4995,262000,42545,3,2,1242,4917,3,1956,25,15,3
"4996",4996,249000,42510,3,1.5,1348,7405,3,1957,25,15,3
"4997",4997,499750,42513,4,5,3331,14810.4,3,1985,25,15,3
"4998",4998,410000,42541,4,2.5,1951,9147,3,1989,25,15,3
"4999",4999,450000,42465,5,3,3336,11761.2,3,1995,25,15,3
"5000",5000,235000,42481,3,1,1277,6200,3,1958,25,15,3
"5001",5001,185000,42453,3,1,1350,6098,3,1955,25,15,3
"5002",5002,231000,42440,3,2,1504,6098,3,2007,25,15,3
"5003",5003,110000,42503,2,1,1128,6098,3,1955,25,15,3
"5004",5004,165000,42492,3,1,782,6011,3,1959,25,15,3
"5005",5005,429000,42567,3,3,3212,11325.6,3,1976,25,15,3
"5006",5006,380000,42409,4,3,2487,16552.8,3,1962,25,15,3
"5007",5007,299000,42397,3,2,1405,7400,3,1971,25,15,3
"5008",5008,360000,42467,3,2,1819,7630,3,1990,25,15,3
"5009",5009,269000,42489,3,2.5,1446,2400,3,2000,25,15,3
"5010",5010,262500,42418,3,1,1183,7405,3,1967,25,15,3
"5011",5011,256000,42461,3,1.5,1531,10018,3,1968,25,15,3
"5012",5012,430000,42541,4,3,2774,16117.2,3,1976,25,15,3
"5013",5013,489000,42454,5,3,3723,15246,3,1991,25,15,3
"5014",5014,420000,42457,3,3,2906,13068,3,1979,25,15,3
"5015",5015,390000,42496,4,2.5,2086,8712,3,1976,25,15,3
"5016",5016,284000,42425,3,2,1532,14374.8,3,1982,25,15,3
"5017",5017,335000,42503,3,3,1857,19166.4,3,1994,25,15,3
"5018",5018,381000,42474,4,2.75,2682,10190,3,1987,25,15,3
"5019",5019,347500,42492,3,2,1950,9147,3,1989,25,15,3
"5020",5020,350000,42510,4,2,1846,9147,3,1990,25,15,3
"5021",5021,402000,42487,4,3,2276,8712,3,1988,25,15,3
"5022",5022,455000,42489,5,3.5,2647,11325.6,3,1989,25,15,3
"5023",5023,325000,42487,3,2,1621,6970,3,1993,25,15,3
"5024",5024,316000,42531,3,3,1491,7000,3,1999,25,15,3
"5025",5025,5e+05,42471,4,3.5,3050,16552.8,3,2001,25,15,3
"5026",5026,4e+05,42489,4,2.5,2371,10454,3,1993,25,15,3
"5027",5027,372450,42565,3,2,1961,10018,3,1994,25,15,3
"5028",5028,360000,42478,3,2,1820,7405,3,1995,25,15,3
"5029",5029,340000,42457,3,2,1641,6969,3,1994,25,15,3
"5030",5030,436000,42410,4,2.5,2748,10454,3,1996,25,15,3
"5031",5031,583000,42480,5,3,4010,15246,3,1998,25,15,3
"5032",5032,485000,42506,3,2.5,2807,17424,3,1998,25,15,3
"5033",5033,545000,42444,4,3.5,2706,13503.6,3,2000,25,15,3
"5034",5034,360000,42495,3,2,1602,9147,3,2000,25,15,3
"5035",5035,260000,42436,3,2,1702,7405,3,1975,25,15,3
"5036",5036,314400,42529,3,2,1500,14374.8,3,1976,25,15,3
"5037",5037,625000,42466,3,4,3489,14374.8,3,1978,25,15,3
"5038",5038,376000,42510,4,2,2200,14374.8,3,1978,25,15,3
"5039",5039,575000,42514,4,3,3500,12632.4,3,1979,25,15,3
"5040",5040,320000,42394,3,3,1766,12196.8,3,1977,25,15,3
"5041",5041,479000,42496,4,3,2231,12632.4,3,1983,25,15,3
"5042",5042,823000,42396,5,5,4716,76665.6,3,1986,25,15,3
"5043",5043,825000,42493,4,3.5,3268,49222.8,3,1986,25,15,3
"5044",5044,689000,42480,4,3.5,3097,16552.8,3,1997,25,15,3
"5045",5045,698000,42458,3,4,3200,10270,3,1995,25,15,3
"5046",5046,435000,42417,3,2,1933,10018,3,2000,25,15,3
"5047",5047,248000,42523,3,2,1313,7840,3,1971,25,15,3
"5048",5048,213000,42416,2,1,862,10018,3,1973,25,15,3
"5049",5049,281000,42503,3,2,2069,4791,3,1980,25,15,3
"5050",5050,217000,42531,2,2,1040,5662,3,1982,25,15,3
"5051",5051,190000,42419,2,1,968,5227,3,1983,25,15,3
"5052",5052,244000,42412,3,2,1230,5227,3,2015,25,15,3
"5053",5053,309000,42564,3,2,1680,7405,3,1982,25,15,3
"5054",5054,310000,42430,3,2.5,2400,16552.8,3,1977,25,15,3
"5055",5055,299900,42548,3,2,2080,13068,3,1990,25,15,3
"5056",5056,315000,42521,3,2,2070,10454,3,2000,25,15,3
"5057",5057,245000,42391,3,2,1368,7405,3,1984,25,15,3
"5058",5058,279000,42545,3,2,1442,7840,3,1987,25,15,3
"5059",5059,292000,42535,3,2,1625,12632.4,3,1991,25,15,3
"5060",5060,232500,42496,3,2,1260,9583,3,1995,25,15,3
"5061",5061,260000,42391,3,1.75,1647,13068,3,1974,25,15,3
"5062",5062,280000,42450,3,2.5,1730,17424,3,1991,25,15,3
"5063",5063,260000,42551,3,2,1360,7405,3,1982,25,15,3
"5064",5064,284500,42496,3,2,1574,7840,3,1986,25,15,3
"5065",5065,296000,42478,3,2,1352,7840,3,1999,25,15,3
"5066",5066,550000,42433,3,3,2948,29620.8,3,1993,25,15,3
"5067",5067,650000,42482,6,4,4699,40946.4,3,1994,25,15,3
"5068",5068,910000,42468,4,5,4186,17859.6,3,1999,25,15,3
"5069",5069,525000,42424,5,5,6142,20037.6,3,1994,25,15,3
"5070",5070,765000,42485,3,3.5,3070,19602,3,1989,25,15,3
"5071",5071,265000,42503,3,2,2112,12196.8,3,1976,25,15,3
"5072",5072,375000,42398,4,3.5,3000,78408,3,1997,25,15,3
"5073",5073,335000,42417,3,3,1970,13068,3,1974,25,15,3
"5074",5074,294000,42510,3,2,1420,13068,3,1975,25,15,3
"5075",5075,455000,42531,4,3,2946,10454,3,1991,25,15,3
"5076",5076,393000,42508,4,3,2648,17424,3,1981,25,15,3
"5077",5077,487100,42482,3,2,3069,15246,3,1987,25,15,3
"5078",5078,620000,42460,5,2.75,4009,13503.6,3,1992,25,15,3
"5079",5079,395000,42515,3,3,1993,14374.8,3,1984,25,15,3
"5080",5080,430000,42481,5,3,2650,13939.2,3,1970,25,15,3
"5081",5081,598000,42443,4,2,3377,16988.4,3,1977,25,15,3
"5082",5082,591575,42524,3,5,3186,21780,3,1999,25,15,3
"5083",5083,390000,42445,3,2,2483,12632.4,3,1980,25,15,3
"5084",5084,377000,42432,4,2.5,2369,16988.4,3,1980,25,15,3
"5085",5085,430000,42551,4,2.5,2201,10792,3,1984,25,15,3
"5086",5086,398500,42474,3,2.5,1929,11325.6,3,1984,25,15,3
"5087",5087,470000,42559,3,3,2225,9079,3,1986,25,15,3
"5088",5088,349000,42481,3,2,1510,6969,3,1996,25,15,3
"5089",5089,350000,42515,4,1.75,1575,6969,3,1996,25,15,3
"5090",5090,435000,42502,4,2.5,2324,13503.6,3,2001,25,15,3
"5091",5091,409000,42507,4,3,2277,15681.6,3,2000,25,15,3
"5092",5092,349000,42493,2,3,1918,2520,3,1983,25,15,3
"5093",5093,332000,42499,2,2,1328,3049,3,1985,25,15,3
"5094",5094,450000,42472,2,2,1795,87120,3,1991,25,15,3
"5095",5095,590000,42495,4,2.75,3990,110642.4,3,1975,25,15,3
"5096",5096,493000,42475,4,2.75,2644,101494.8,3,1972,25,15,3
"5097",5097,253000,42475,3,2,1248,47044.8,3,1973,25,15,3
"5098",5098,310000,42430,4,2.5,1960,30492,3,1993,25,15,3
"5099",5099,280000,42459,5,2.5,2371,30492,3,2005,25,15,3
"5100",5100,316000,42461,4,2,1760,108900,3,1995,25,15,3
"5101",5101,325000,42398,3,3,2311,106722,3,1997,25,15,3
"5102",5102,272000,42478,3,2,1300,30492,3,1994,25,15,3
"5103",5103,269900,42460,3,2,1341,102366,3,1995,25,15,3
"5104",5104,265000,42482,3,2,1346,100188,3,1996,25,15,3
"5105",5105,420000,42496,3,2,2287,101059.2,3,1999,25,15,3
"5106",5106,380000,42464,3,2,2148,108900,3,2006,25,15,3
"5107",5107,370000,42492,3,2,2014,91040.4,3,2006,25,15,3
"5108",5108,429500,42501,3,2,1768,159865.2,3,1994,25,15,3
"5109",5109,393000,42411,4,3,2432,108900,3,1990,25,15,3
"5110",5110,297900,42500,4,2,1720,108900,3,1984,25,15,3
"5111",5111,312500,42520,4,2,1716,108900,3,1986,25,15,3
"5112",5112,350000,42472,3,2,1850,108900,3,1992,25,15,3
"5113",5113,366000,42502,2,2,1560,216057.6,3,1990,25,15,3
"5114",5114,375000,42426,4,2,3704,127630.8,3,1981,25,15,3
"5115",5115,224900,42423,3,2,1638,40075.2,3,1973,25,15,3
"5116",5116,415000,42502,4,2.75,2647,101494.8,3,2006,25,15,3
"5117",5117,395000,42496,3,2.5,2028,108900,3,1996,25,15,3
"5118",5118,330000,42410,3,2,2250,155944.8,3,1994,25,15,3
"5119",5119,252000,42447,4,3,1893,113256,3,1990,25,15,3
"5120",5120,259000,42465,3,2,1495,108900,3,1989,25,15,3
"5121",5121,298000,42440,3,2,1690,98010,3,1990,25,15,3
"5122",5122,405000,42551,3,2,2307,108900,3,1995,25,15,3
"5123",5123,420000,42531,2,2,1446,217800,3,1997,25,15,3
"5124",5124,440000,42396,3,2.5,1789,106722,3,1990,25,15,3
"5125",5125,430000,42510,4,2.75,2892,105850.8,3,1991,25,15,3
"5126",5126,344000,42460,3,2,1995,117612,3,1991,25,15,3
"5127",5127,499000,42502,3,2.5,2376,217800,3,1991,25,15,3
"5128",5128,295000,42537,4,2,1590,43560,3,1979,25,15,3
"5129",5129,511000,42516,3,2,2086,207781.2,3,1974,25,15,3
"5130",5130,247500,42417,3,2,1736,45302.4,3,1978,25,15,3
"5131",5131,245000,42496,4,2,1500,108900,3,1991,25,15,3
"5132",5132,275000,42489,3,2,1336,107157.6,3,1990,25,15,3
"5133",5133,279000,42460,3,2,1512,110642.4,3,1982,25,15,3
"5134",5134,270000,42397,4,2,1855,48351.6,3,1977,25,15,3
"5135",5135,240000,42478,3,1,1221,43560,3,1973,25,15,3
"5136",5136,260000,42401,3,2,1638,44431.2,3,1985,25,15,3
"5137",5137,210000,42394,3,1,1300,47044.8,3,1983,25,15,3
"5138",5138,360000,42481,3,2,2080,47916,3,1994,25,15,3
"5139",5139,435000,42447,4,3,3376,56192.4,3,1996,25,15,3
"5140",5140,268000,42429,3,2,1744,112384.8,3,1992,25,15,3
"5141",5141,288000,42503,3,2,1736,89733.6,3,1982,25,15,3
"5142",5142,175000,42468,3,2,1720,129373.2,3,1963,25,15,3
"5143",5143,330000,42428,3,2.5,1683,108900,3,2016,25,15,3
"5144",5144,225000,42405,3,2,1551,37897.2,3,2004,25,15,3
"5145",5145,68000,42440,3,1,1032,5662,3,1979,25,15,3
"5146",5146,337900,42489,3,2,1773,108900,3,2000,25,15,3
"5147",5147,337000,42509,3,3,1594,7405,3,1999,25,15,3
"5148",5148,204000,42508,2,2,1122,871,3,1998,25,15,3
"5149",5149,346000,42468,3,2.5,1778,6969,3,1999,25,15,3
"5150",5150,232900,42527,3,2,1663,303613.2,3,2001,25,15,3
"5151",5151,260000,42480,3,1.5,2113,338896.8,3,1934,25,15,3
"5152",5152,795000,42493,4,4.5,4278,16117.2,3,2002,25,15,3
"5153",5153,290000,42416,3,2,1506,6969,3,2001,25,15,3
"5154",5154,345000,42506,4,2,1669,6969,3,2002,25,15,3
"5155",5155,470000,42542,4,2,2434,10890,3,2001,25,15,3
"5156",5156,216000,42509,3,2,1316,5227,3,2005,25,15,3
"5157",5157,225000,42475,3,2,1512,10454,3,2004,25,15,3
"5158",5158,180000,42510,3,2,1064,4356,3,2006,25,15,3
"5159",5159,375000,42502,3,2,1741,36154.8,3,2001,25,15,3
"5160",5160,247000,42489,2,2,1184,109335.6,3,1988,25,15,3
"5161",5161,274000,42478,3,2,1539,6969,3,2003,25,15,3
"5162",5162,273000,42433,3,2,1605,6969,3,2004,25,15,3
"5163",5163,295000,42482,3,2.5,2062,6969,3,2004,25,15,3
"5164",5164,579900,42489,4,3,4754,113691.6,3,1991,25,15,3
"5165",5165,559900,42444,4,3,3273,108900,3,2003,25,15,3
"5166",5166,540000,42468,4,4,3069,316681.2,3,2007,25,15,3
"5167",5167,280000,42474,3,2,1496,104544,3,2005,25,15,3
"5168",5168,222500,42489,3,2,1232,13068,3,2002,25,15,3
"5169",5169,559000,42464,4,3,2748,12196.8,3,2002,25,15,3
"5170",5170,765000,42417,4,3.5,2932,653400,3,2004,25,15,3
"5171",5171,182500,42472,3,2,1456,43560,3,2003,25,15,3
"5172",5172,399000,42513,3,3,1915,6969,3,2003,25,15,3
"5173",5173,384999,42492,3,2,1728,13068,3,2003,25,15,3
"5174",5174,420000,42489,4,2.5,2472,7405,3,2002,25,15,3
"5175",5175,392000,42537,3,2,1862,10018,3,2003,25,15,3
"5176",5176,335000,42489,4,2,1701,6969,3,2002,25,15,3
"5177",5177,419000,42479,3,2.5,2154,6969,3,2003,25,15,3
"5178",5178,610000,42405,3,3.5,3289,13503.6,3,2004,25,15,3
"5179",5179,385000,42480,3,2,1883,11325.6,3,2002,25,15,3
"5180",5180,330100,42452,3,2,1991,9583,3,2004,25,15,3
"5181",5181,262000,42501,3,2,1427,8276,3,2004,25,15,3
"5182",5182,472000,42496,5,3,3648,14810.4,3,2003,25,15,3
"5183",5183,346500,42430,3,2,1757,109771.2,3,2003,25,15,3
"5184",5184,480000,42499,5,3,3367,49658.4,3,2006,25,15,3
"5185",5185,370000,42416,3,2,1880,8276,3,2003,25,15,3
"5186",5186,319000,42474,3,2,1602,108900,3,2003,25,15,3
"5187",5187,327000,42474,3,2,1606,6969,3,2003,25,15,3
"5188",5188,325000,42425,3,2,1659,6969,3,2003,25,15,3
"5189",5189,208000,42478,3,2,1093,9147,3,2004,25,15,3
"5190",5190,487500,42425,4,3.5,2966,10497,3,2003,25,15,3
"5191",5191,358000,42429,4,2.5,2481,7405,3,2004,25,15,3
"5192",5192,396000,42453,4,3,2294,98010,3,2004,25,15,3
"5193",5193,465000,42489,4,3,2392,10220,3,2004,25,15,3
"5194",5194,462500,42444,3,3,2058,40075.2,3,2004,25,15,3
"5195",5195,391800,42433,4,2.75,2892,9148,3,2003,25,15,3
"5196",5196,565000,42453,4,2.5,3209,14374.8,3,2004,25,15,3
"5197",5197,425000,42489,4,2.5,1957,14374.8,3,2005,25,15,3
"5198",5198,880000,42489,4,3.5,3937,35719.2,3,2004,25,15,3
"5199",5199,460000,42482,4,3,2561,12196.8,3,2004,25,15,3
"5200",5200,445000,42524,3,4,2301,7405,3,2005,25,15,3
"5201",5201,335000,42478,4,2,1752,96267.6,3,2004,25,15,3
"5202",5202,550000,42501,4,4,2796,10454,3,2005,25,15,3
"5203",5203,542000,42476,3,3,2722,8712,3,2005,25,15,3
"5204",5204,450000,42412,4,2.5,2597,9583,3,2005,25,15,3
"5205",5205,456000,42475,3,3.5,2611,98010,3,2005,25,15,3
"5206",5206,677000,42486,4,4.5,2947,21344.4,3,2006,25,15,3
"5207",5207,675000,42460,3,2.5,2735,441698.4,3,2005,25,15,3
"5208",5208,477000,42460,3,2,2566,98010,3,2005,25,15,3
"5209",5209,499900,42411,4,2.5,2430,15681.6,3,2005,25,15,3
"5210",5210,460000,42496,4,2.5,2561,10454,3,2005,25,15,3
"5211",5211,391500,42559,3,2.5,1911,6969,3,2005,25,15,3
"5212",5212,455000,42447,4,3,2573,7405,3,2006,25,15,3
"5213",5213,318000,42459,3,2,1588,8276,3,2005,25,15,3
"5214",5214,338000,42478,3,2,1588,7841,3,2006,25,15,3
"5215",5215,363000,42450,5,3.5,2445,4356,3,2015,25,15,3
"5216",5216,645000,42430,4,3.5,3406,17859.6,3,2006,25,15,3
"5217",5217,354500,42447,3,2.5,2355,11761.2,3,2006,25,15,3
"5218",5218,350000,42472,3,2,1941,96267.6,3,2006,25,15,3
"5219",5219,582500,42395,4,3,3249,116305.2,3,2004,25,15,3
"5220",5220,140000,42445,2,2,950,871,1,1987,25,15,1
"5221",5221,295000,42458,2,1,1283,18295.2,3,1971,25,15,3
"5222",5222,93000,42436,1,2,1440,235224,3,1994,25,15,3
"5223",5223,619000,42506,4,3,2767,15246,3,2006,25,15,3
"5224",5224,688500,42485,5,4,4383,30492,3,2011,25,15,3
"5225",5225,393000,42534,3,2,2100,101494.8,3,2007,25,15,3
"5226",5226,240000,42510,3,2,1326,9147,3,1969,25,15,3
"5227",5227,699000,42440,3,3.5,2714,15681.6,3,2005,25,15,3
"5228",5228,213000,42430,2,2,1274,1073,3,2006,25,15,3
"5229",5229,565000,42512,4,4,3606,17859.6,3,2007,25,15,3
"5230",5230,860000,42502,4,3.5,3465,97574.4,3,2007,25,15,3
"5231",5231,1309000,42487,4,3.5,3926,15681.6,3,2007,25,15,3
"5232",5232,405000,42429,3,2,2161,2178,3,2008,25,15,3
"5233",5233,345000,42558,3,2,1674,94089.6,3,2008,25,15,3
"5234",5234,6e+05,42457,3,2.75,1801,7405,3,2007,25,15,3
"5235",5235,4100000,42409,5,8,11844,52707.6,3,2008,25,15,3
"5236",5236,375000,42430,3,4,3073,2613,3,2007,25,15,3
"5237",5237,345000,42468,3,3,2104,3485,3,2012,25,15,3
"5238",5238,329000,42444,3,2,1734,98010,3,2010,25,15,3
"5239",5239,309000,42444,3,2,1678,108900,3,2004,25,15,3
"5240",5240,374000,42429,4,2,2048,110206.8,3,2014,25,15,3
"5241",5241,95000,42489,3,3,1765,6969,3,2016,25,15,3
"5242",5242,150000,42494,3,2,1600,93654,3,2011,25,15,3
"5243",5243,390000,42459,3,2.5,2100,116305.2,3,2015,25,15,3
"5244",5244,610000,42464,4,3.5,3168,10454,3,2014,25,15,3
"5245",5245,340000,42475,3,2,1612,111078,3,2012,25,15,3
"5246",5246,125000,42446,4,2.5,1822,6969,3,2015,25,15,3
"5247",5247,489000,42459,4,2.5,2746,9722,3,2015,25,15,3
"5248",5248,374900,42557,3,2.5,1785,6098,3,2016,25,15,3
"5249",5249,345000,42453,3,2,1320,12196.8,3,2015,25,15,3
"5250",5250,425000,42391,4,2.5,2790,8276,3,2015,25,15,3
"5251",5251,589750,42409,4,2,2717,95832,3,2015,25,15,3
"5252",5252,565000,42515,5,3,3680,14374.8,3,2013,25,15,3
"5253",5253,855000,42432,4,4.5,3200,17424,3,2013,25,15,3
"5254",5254,798000,42418,3,3,2450,17424,3,2011,25,15,3
"5255",5255,295000,42410,3,2.5,1656,2178,3,2013,25,15,3
"5256",5256,316000,42544,3,2,1590,4356,3,2014,25,15,3
"5257",5257,330000,42428,3,2.5,1674,87120,3,1966,25,15,3
"5258",5258,321000,42485,3,2.5,1886,3049,3,2014,25,15,3
"5259",5259,425000,42454,3,3,2252,9583,3,2015,25,15,3
"5260",5260,1e+05,42397,4,3,2950,10890,3,2016,25,15,3
"5261",5261,384000,42549,4,2.5,1827,3920,3,2016,25,15,3
"5262",5262,120000,42397,3,2.5,2050,5227,3,2016,25,15,3
"5263",5263,120000,42397,4,2,1822,10890,3,2015,25,15,3
"5264",5264,350000,42489,3,2,1600,13068,3,2015,25,15,3
"5265",5265,418000,42507,4,3,4000,172933.2,3,2006,25,15,3
"5266",5266,376229,42454,3,2.5,1948,4356,3,2015,25,15,3
"5267",5267,110000,42400,2,2,850,850,3,1989,25,15,3
"5268",5268,1585000,42531,4,4,8200,1742400,3,2005,25,15,3
"5269",5269,425000,42516,3,3,3080,7108,3,1996,26,4,3
"5270",5270,326000,42527,2,3,1407,4230,3,1998,26,4,3
"5271",5271,335500,42520,4,3,3203,4525,3,1999,26,4,3
"5272",5272,368500,42534,4,2.5,3055,4791,3,1996,26,4,3
"5273",5273,330000,42524,4,3,1561,9527,3,1997,26,4,3
"5274",5274,385000,42537,3,2.5,2229,6956,3,1993,26,4,3
"5275",5275,446000,42538,5,4,3136,8712,3,1994,26,4,3
"5276",5276,433000,42549,3,2.75,2520,6969,3,1988,26,4,3
"5277",5277,451000,42543,4,2.5,2444,8276,3,1986,26,4,3
"5278",5278,420000,42534,4,4,3205,7000,3,1987,26,4,3
"5279",5279,436000,42517,4,3.5,3155,9583,3,1996,26,4,3
"5280",5280,532000,42536,5,5.5,4596,9147,3,1999,26,4,3
"5281",5281,460000,42522,5,4.5,3454,8712,3,1996,26,4,3
"5282",5282,390000,42527,3,3,2373,5227,3,1985,26,4,3
"5283",5283,593500,42528,4,4,3840,12196.8,3,1993,26,4,3
"5284",5284,545000,42538,5,2.75,3029,9952,3,2001,26,4,3
"5285",5285,697955,42522,5,4,4435,11761.2,3,2001,26,4,3
"5286",5286,646000,42537,5,6,4200,11325.6,3,2001,26,4,3
"5287",5287,428000,42549,5,4,3244,11761.2,3,1993,26,4,3
"5288",5288,409143,42544,3,3.75,2456,4791,3,1994,26,4,3
"5289",5289,435000,42536,3,3,3637,22651.2,3,1994,26,4,3
"5290",5290,483000,42527,4,3.5,3484,9136,3,2003,26,4,3
"5291",5291,440000,42534,3,2.5,3994,10018,3,2003,26,4,3
"5292",5292,420500,42535,5,3.5,3839,7840,3,2002,26,4,3
"5293",5293,217500,42529,3,2,1410,4234,3,1979,26,4,3
"5294",5294,224000,42516,3,2.5,1300,3959,3,1993,26,4,3
"5295",5295,110100,42536,3,2,1216,6534,3,1983,26,4,3
"5296",5296,735000,42534,5,4,5759,32670,3,1999,26,4,3
"5297",5297,271000,42548,3,2.5,1502,3920,3,2001,26,4,3
"5298",5298,250000,42528,3,2,1156,4356,3,2002,26,4,3
"5299",5299,675000,42523,5,3.5,4271,14810.4,3,1987,26,4,3
"5300",5300,790100,42522,4,4,3881,13939.2,3,1969,26,4,3
"5301",5301,265000,42557,3,1,924,923,3,1924,26,4,3
"5302",5302,282500,42517,3,2,1950,3800,3,2001,26,4,3
"5303",5303,554000,42541,4,3.25,4038,93654,3,1986,26,4,3
"5304",5304,375000,42548,3,1,2470,20908.8,3,1944,26,4,3
"5305",5305,220000,42549,3,1,960,4356,3,1977,26,4,3
"5306",5306,185000,42537,3,1,1040,4457,3,1977,26,4,3
"5307",5307,255000,42549,3,1.5,1654,5227,3,1977,26,4,3
"5308",5308,315000,42517,5,2,2098,8276,3,1960,26,4,3
"5309",5309,225000,42543,3,3,2420,9565,3,1965,26,4,3
"5310",5310,370000,42548,3,2,2076,9347,3,1963,26,4,3
"5311",5311,309000,42522,5,3,2800,7993,3,1971,26,4,3
"5312",5312,334900,42550,4,2,2080,8160,3,1983,26,4,3
"5313",5313,327500,42536,4,3,1750,8276,3,1986,26,4,3
"5314",5314,285000,42535,3,3,1690,6900,3,1987,26,4,3
"5315",5315,545000,42528,4,4,4702,10105,3,1998,26,4,3
"5316",5316,380000,42537,5,4,3218,6534,3,1972,26,4,3
